WDPA_PID,ORIG_NAME,GIS_AREA,band_name,year,boundary_mean,boundary_stddev,boundary_area,buffer_mean,buffer_stddev,buffer_area
916,Serengeti National Park,13123.0503012899,sur_refl_b01,2010,0.09083356708805548,0.07273563767888203,678401944.8573935,0.09083356708805548,0.07273563767888203,678401944.8573935
916,Serengeti National Park,13123.0503012899,sur_refl_b02,2010,0.15965593804314462,0.11164957376079856,678401944.8573935,0.15965593804314462,0.11164957376079856,678401944.8573935
916,Serengeti National Park,13123.0503012899,sur_refl_b03,2010,0.04517347378673221,0.03730791395229626,678401944.8573935,0.04517347378673221,0.03730791395229626,678401944.8573935
916,Serengeti National Park,13123.0503012899,EVI,2010,0.00011040135420012205,8.416845336081895e-05,678401944.8573935,0.00011040135420012205,8.416845336081895e-05,678401944.8573935
916,Serengeti National Park,13123.0503012899,NDVI,2010,4.187218536567586e-05,3.2240010738005804e-05,678401944.8573935,4.187218536567586e-05,3.2240010738005804e-05,678401944.8573935
